num_acc;lum;agg;inter;atm;col;dep;date
2010000375;1;1;1;1;6;620;22/08/2010
2010000376;1;2;1;1;6;620;13/10/2010
2010000377;3;1;1;1;7;620;23/10/2010
2010000378;3;1;1;3;6;620;06/11/2010
2010000379;1;2;1;1;6;620;06/12/2010
2010000380;5;2;1;2;6;620;07/02/2010
2010000381;3;2;1;2;6;620;19/02/2010
2010000382;1;1;1;1;6;620;13/03/2010
2010000383;5;2;1;1;6;620;13/03/2010
2010000384;1;2;1;1;1;620;27/06/2010
2010000385;1;1;1;1;1;620;25/07/2010
2010000386;1;1;1;1;1;620;30/07/2010
2010000387;1;1;2;1;3;620;31/07/2010
2010000388;1;1;1;1;6;620;24/09/2010
2010000389;1;2;9;1;6;620;06/10/2010
2010000390;1;1;1;1;6;620;14/10/2010
2010000391;2;1;1;2;7;620;03/11/2010
2010000392;1;1;1;1;2;620;04/11/2010
2010000393;2;2;1;1;7;620;06/11/2010
2010000394;5;2;1;5;6;620;21/11/2010
2010000395;1;1;1;8;6;620;08/12/2010
2010000396;1;2;2;1;3;620;21/01/2010
2010000397;1;1;1;1;6;620;15/11/2010
2010000398;1;1;1;1;1;620;04/12/2010
2010000399;3;1;1;5;1;800;18/01/2010
2010000400;3;1;1;1;1;800;24/01/2010
2010000401;3;1;1;9;7;800;31/01/2010
2010000402;1;2;1;1;1;800;17/02/2010
2010000403;5;2;1;1;6;800;06/03/2010
2010000404;1;1;9;6;3;800;31/03/2010
2010000405;1;2;1;1;6;800;10/04/2010
2010000406;1;2;1;1;6;800;28/04/2010
2010000407;2;2;6;1;3;800;11/05/2010
2010000408;1;2;1;1;3;800;19/05/2010
2010000409;1;1;1;1;7;800;28/05/2010
2010000410;1;1;2;1;3;800;17/07/2010
2010000411;1;2;1;1;3;800;30/07/2010
2010000412;3;1;1;1;3;800;21/08/2010
2010000413;3;1;1;4;6;800;02/12/2010
2010000414;1;1;1;1;5;800;02/01/2010
2010000415;1;1;1;1;1;800;26/01/2010
2010000416;1;2;1;1;3;800;06/02/2010
2010000417;1;1;1;4;6;800;11/02/2010
2010000418;5;2;1;1;6;800;23/03/2010
2010000419;1;1;2;1;3;800;16/04/2010
2010000420;1;2;1;1;3;800;27/04/2010
2010000421;1;1;1;1;7;800;28/04/2010
2010000422;1;1;1;1;1;800;24/05/2010
2010000423;1;2;1;1;1;800;02/06/2010
2010000424;1;2;1;1;2;800;13/06/2010
2010000425;5;2;1;1;1;800;11/07/2010
2010000426;1;1;1;1;3;800;14/07/2010
2010000427;3;1;1;1;3;800;23/07/2010
2010000428;1;1;1;1;3;800;26/07/2010
2010000429;1;2;1;1;1;800;23/08/2010
2010000430;1;1;1;3;3;800;26/08/2010
2010000431;1;1;1;2;5;800;27/08/2010
2010000432;3;1;1;1;6;800;03/09/2010
2010000433;1;2;1;3;6;800;19/10/2010
2010000434;3;1;1;1;3;800;21/11/2010
2010000435;2;2;1;1;6;800;30/11/2010
2010000436;1;1;1;8;3;800;06/12/2010
2010000437;1;2;1;1;1;800;01/04/2010
2010000438;1;1;1;1;3;800;09/04/2010
2010000439;3;1;9;1;6;800;08/05/2010
2010000440;1;1;1;1;1;800;26/05/2010
2010000441;1;2;1;1;6;800;29/06/2010
2010000442;1;1;9;1;5;800;04/07/2010
2010000443;1;1;1;1;1;800;20/08/2010
2010000444;1;2;1;1;3;800;12/10/2010
2010000445;1;1;1;1;1;800;18/10/2010
2010000446;5;2;6;2;3;800;24/01/2010
2010000447;1;2;2;1;1;800;06/07/2010
2010000448;2;2;1;1;7;800;11/07/2010
2010000449;3;1;1;1;7;800;22/07/2010
2010000450;1;1;1;3;2;800;08/09/2010
2010000451;1;1;1;3;1;800;23/09/2010
2010000452;3;1;1;1;7;800;10/10/2010
2010000453;2;2;1;1;6;800;08/11/2010
2010000454;3;1;2;1;3;800;25/11/2010
2010000455;1;1;1;1;4;800;10/12/2010
2010000456;3;1;1;1;6;800;24/04/2010
2010000457;1;2;1;1;2;800;30/04/2010
2010000458;1;1;1;1;7;800;02/06/2010
2010000459;1;1;1;1;1;800;08/07/2010
2010000460;3;2;1;1;6;800;10/07/2010
2010000461;1;2;1;1;6;800;09/08/2010
2010000462;1;2;1;1;3;800;10/09/2010
2010000463;1;1;1;1;3;800;12/09/2010
2010000464;3;1;1;1;1;800;19/09/2010
2010000465;1;2;1;8;6;800;25/10/2010
2010000466;3;1;1;2;6;800;24/10/2010
2010000467;3;1;1;8;1;800;26/11/2010
2010000468;5;2;1;1;6;800;12/12/2010
2010000469;1;1;1;8;7;800;14/12/2010
2010000470;3;1;1;8;6;800;27/12/2010
2010000471;1;1;1;4;3;800;28/12/2010
2010000472;1;1;1;8;3;800;01/02/2010
2010000473;1;2;1;1;5;800;06/02/2010
2010000474;1;1;1;2;3;800;22/02/2010
2010000475;1;1;2;1;1;800;27/02/2010
2010000476;1;1;1;1;7;800;11/04/2010
2010000477;1;2;1;1;7;800;16/04/2010
2010000478;1;2;1;1;2;800;20/04/2010
2010000479;1;1;1;1;6;800;27/04/2010
2010000480;1;1;1;1;4;800;02/05/2010
2010000481;1;1;1;1;2;800;23/05/2010
2010000482;2;1;1;1;1;800;26/05/2010
2010000483;3;1;1;1;1;800;28/06/2010
2010000484;5;2;6;1;3;800;07/07/2010
2010000485;1;1;1;1;3;800;06/07/2010
2010000486;1;1;1;1;2;800;11/07/2010
2010000487;1;1;1;1;1;800;13/07/2010
2010000488;3;1;2;1;3;800;25/07/2010
2010000489;1;2;2;1;3;800;04/08/2010
2010000490;1;1;1;1;2;800;05/08/2010
2010000491;1;1;1;2;3;800;29/08/2010
2010000492;5;2;1;1;6;800;05/09/2010
2010000493;1;1;3;1;3;800;15/09/2010
2010000494;1;1;1;1;3;800;17/09/2010
2010000495;2;2;1;1;1;800;18/09/2010
2010000496;1;1;2;1;3;800;19/09/2010
2010000497;3;2;1;1;1;800;10/10/2010
2010000498;1;2;1;1;3;800;13/10/2010
2010000499;1;1;1;1;1;800;15/10/2010
2010000500;1;2;1;1;1;800;24/11/2010
2010000501;1;1;1;4;1;800;08/01/2010
2010000502;5;2;1;8;7;800;29/01/2010
2010000503;1;1;1;2;6;800;04/02/2010
2010000504;1;1;1;1;5;800;03/04/2010
2010000505;3;1;1;2;6;800;29/05/2010
2010000506;1;1;2;1;3;800;05/06/2010
2010000507;1;1;1;1;3;800;18/06/2010
2010000508;2;2;2;1;5;800;25/06/2010
2010000509;1;2;2;1;3;800;25/06/2010
2010000510;5;2;1;1;1;800;08/07/2010
2010000511;1;2;7;1;6;800;22/07/2010
2010000512;1;2;1;2;6;800;04/08/2010
2010000513;1;1;1;1;6;800;05/09/2010
2010000514;3;1;1;1;1;800;09/10/2010
2010000515;3;1;1;1;7;800;18/10/2010
2010000516;2;2;1;1;3;800;18/01/2010
2010000517;3;1;1;2;6;800;23/01/2010
